Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry,Percent Survived,Country,Year,GDP,Departure,"Departure Lat,Lng",Departure Country
1971-10-24,22:15,Monmouth Airways,,"Jamaica, NY - Allentown, PA",Beechcraft B99,N986MA,U-44,8.0,6.0,2.0,4.0,2.0,2.0,0.0,Collided with trees while attempting to land. Improper IFR operation. Descended below MDA. Pilot fatigue.,"Bath, Pennsylvania",40.726519,-75.39349109999998,POINT (40.726519 -75.39349109999998),50.0,United States,1971,0.0,"Jamaica, NY","40.702677,-73.7889689",New York
1971-11-12,11:25,Aeroflot,H-63,Kiev - Vinnitsa,Antonov AN-24,CCCP-46809,67302306,48.0,43.0,5.0,48.0,43.0,5.0,0.0,The plane crashed  on a a go-around 850 m short of the runway. Stalled for unknown reasons.,"Vinnitsa, Russia",48.6758679,44.451755299999995,POINT (48.6758679 44.45175529999999),100.0,Russia,1971,0.0,Kiev,"50.4501,30.5234",02000
1971-12-01,21:48,Aeroflot,2174,Ufa - Saratov,Antonov AN-24,CCCP-46788,57301801,57.0,53.0,4.0,57.0,53.0,4.0,0.0,During approach the plane made a large roll and vertical rate of descent and crashed. Icing.,"Saratov, Russia",51.530018,46.034683,POINT (51.530018 46.034683),100.0,Russia,1971,0.0,Ufa,"54.73479099999999,55.9578555",Russia
1971-12-04,13:46,Eastern Air Lines,,"Miami, FL - Raleigh, NC",Douglas DC-9-31 /Cessna 206,N8943E / N2110F,47166/265 / ?,29.0,24.0,5.0,2.0,1.0,1.0,0.0,Midair collision.  The DC-9 descended onto the Cessna. Two killed aboard the Cessna. The DC-9 landed with no one aboard injured. Inadequacy of ATC facilities and services in the terminal area.,"Raleigh, North Carolina",35.7803977,-78.63909890000002,POINT (35.7803977 -78.63909890000002),6.896551724137932,United States,1971,5466007905500.0,"Miami, FL","25.7616798,-80.1917902",United States
1971-12-06,,Sudan Airways,,Khartoum - Malakal,Fokker F-27 Friendship 200,ST-AAY,10238,42.0,37.0,5.0,10.0,9.0,1.0,0.0,The aircraft experienced a forced landing after being hijacked and running out of fuel.      ,"Tikaka, Sudan",9.6,0.71667,POINT (9.6 0.71667),23.809523809523807,Togo,1971,10695952951.8466,Khartoum,"15.5006544,32.5598994",Sudan
1971-12-09,12:25,Indian Airlines,,Trivandrum - Madurai,HAL-748-224 Srs.2,VT-DXG,512,31.0,27.0,4.0,21.0,17.0,4.0,0.0,Strayed off course and flew into a mountain. Crew error.,"Chinnamanur, India",9.840060699999999,77.379602,POINT (9.840060699999999 77.37960200000001),67.74193548387096,India,1971,229561200841.633,Trivandrum,"8.5241391,76.9366376",India
1972-01-07,12:10,Iberia Airlines,602,Valencia - Ibiza,Sud-Aviation Caravelle VI-R,EC-ATV,163,104.0,98.0,6.0,104.0,98.0,6.0,0.0,"The aircraft crashed into hill while attempting to land. Failure to maintain the minimum flight altitude during the final stages of the visual approach. The accident was the result of a controlled flight into terrain due to a premature descent in limited visibility, causing the airplane to descent below the MDA.","Sierra de Atalayasa, Spain",30.89473,-83.280796,POINT (30.89473 -83.280796),100.0,United States,1972,590055811943.231,Valencia,"39.4699075,-0.3762881",Spain
1972-01-21,10:30,SATENA,661,Medellín - Quibdó - Bahía Solano - Buenaventura - Cali,Douglas C-47,FAC-661,,39.0,36.0,3.0,39.0,36.0,3.0,0.0,The aircraft struck a mountain in rain and thunderstorms operating as a non-scheduled passenger airliner run by the military.,"Betania, Colombia",5.73407355,-75.9820513388304,POINT (5.73407355 -75.9820513388304),100.0,Colombia,1972,79546065417.5547,Medellín,"6.2476376,-75.56581530000001",Colombia
1972-03-14,22:00,Sterling Airways,296,Colombo - Dubai,Aerospatiale Caravelle Super 10B,OY-STL,267,112.0,106.0,6.0,112.0,106.0,6.0,0.0,"The aircraft struck a mountain ridge during approach, 50 miles E of Dubai. Incorrect information from an outdated flight plan.","Al Fujayrah, United Arab Emirates",25.084933,56.356570999999995,POINT (25.084933 56.356571),100.0,United Arab Emirates,1972,9969071394.40806,Colombo,"6.9270786,79.861243",Sri Lanka
1972-04-12,21:26,VASP,,Sao Paulo - Rio de Janeiro,NAMC YS-11A-211,PP-SMI,2059,25.0,21.0,4.0,25.0,21.0,4.0,0.0,"Crashed in mountainous terrain,  50 miles north of Rio de Janeiro, while on approach. The crew mistakenly tuned the ADF instrument to a wrong NDB, causing the airplane to follow a wrong approach path and to descend at an inappropriate altitude. The lack of visibility due to the night and clouds was considered as a contributing factor.","Rio de Janeiro, Brazil",-22.911013699999998,-43.2093727,POINT (-22.9110137 -43.2093727),100.0,Brazil,1972,693512655666.751,Sao Paulo,"-23.5505199,-46.63330939999999",Brazil
1972-04-16,22:10,Aero Transporti Italiani,,Rome - Foggia,Fokker F-27 Friendship 200,I-ATIP,10251,18.0,15.0,3.0,18.0,15.0,3.0,0.0,Crashed into high ground while en route in thunderstorm activity. Loss of control due to downdrafts and updrafts in thunderstorm activity.,"Ardinello di Amaseno, Italy",41.468501,13.335552999999999,POINT (41.468501 13.335553),100.0,Italy,1972,0.0,Rome,"41.9027835,12.4963655",Lazio
1972-05-04,23:34,Aeroflot,608,	Irkutsk - 	Bratsk,Yakovlev YAK-40,CCCP-87778,9040314,18.0,14.0,4.0,18.0,14.0,4.0,0.0,Crashed on approach. The plane entered an area of severe wind. Windshear. ATC error. Current weather was not passed on to the plane.,"Bratsk, USSR",56.1325,101.61417,POINT (56.1325 101.61417),100.0,Russia,1972,0.0,	Irkutsk,"52.2854834,104.2890222",Russia
1972-05-05,22:24,Alitalia,112,Rome - Palermo,McDonnell Douglas DC-8-43,I-DIWB,45625/150,115.0,108.0,7.0,115.0,108.0,7.0,0.0,The plane cashed into Mt. Lunga during an approach to Palermo. The crew's non-adherence to airport traffic regulations. The aircraft was named Antonio Pigafetta.,"Carini, Sicily, Italy",38.131172,13.181884699999998,POINT (38.131172 13.1818847),100.0,Italy,1972,0.0,Rome,"41.9027835,12.4963655",Lazio
1972-05-08,,Aerotechnia,,Ciudad Bolívar - Cuchivero,Douglas C-47B,YV-C-GAI,26613,7.0,5.0,2.0,7.0,5.0,2.0,0.0,Struck a mountain near Rio Orinoco while en route.,Venezuela,8.0018709,-66.1109318,POINT (8.0018709 -66.1109318),100.0,Venezuela,1972,0.0,Ciudad Bolívar,"8.088279100000001,-63.5535552",Venezuela
1972-05-21,,DTA Angola Airlines,,Luanda - Lobito - Lubango,Fokker F-27 Friendship 200,CR-LLD,10439,25.0,19.0,6.0,22.0,17.0,5.0,0.0,Overshot the runway in heavy fog and crashed into the ocean while landing.,"Lobito, Angola",-12.3506867,13.5464318,POINT (-12.3506867 13.5464318),88.0,Angola,1972,,Luanda,"-8.8146556,13.2301756",Angola
1972-05-27,15:10,General Air,005,Helgoland - Wangerooge,de Havilland Canada DHC-6 Twin Otter,D-IDHC,31,13.0,10.0,3.0,8.0,6.0,2.0,0.0,Crashed after taking off from this North sea island for another island.,"Helgoland, Germany",54.18004525,7.88536210118069,POINT (54.18004525 7.88536210118069),61.53846153846154,Germany,1972,1744370771473.92,Helgoland,"54.1803268,7.888943799999999",Germany
1972-05-29,06:04,Petrolium Helicopter,,"Dulac, LA - Gulf oil platform",Bell 205A,N2256W,,11.0,10.0,1.0,11.0,10.0,1.0,0.0,Crashed into the water after the fatigue failure of both tail rotor blade grips.,"Dulac, Louisiana",29.406607899999997,-90.7005025,POINT (29.4066079 -90.7005025),100.0,United States,1972,0.0,"Dulac, LA","29.3888318,-90.7139785",Louisiana
1972-05-29,,Amazonese Importacao e Exportacao,,Cruzeiro do Sul - Rio Branco,Lockheed 049 Constellation,PP-PDG,2037,18.0,15.0,3.0,9.0,6.0,3.0,0.0,"The cargo plane cashed into trees shortly after taking off after two engines failed. Refueling directly from the trucks, without allowing sufficient time for the fuel to settle.","Cruzeiro do Sul Acre, Brazil",-7.630795599999999,-72.67038690000003,POINT (-7.630795599999999 -72.67038690000003),50.0,Brazil,1972,693512655666.751,Cruzeiro do Sul,"-7.6279977,-72.6761487",Brazil
1972-06-05,,Air America,, Hue - Pleiku - Buôn Ma Thuot - Saigon,Curtiss C-46A,EM2,30460,32.0,29.0,3.0,32.0,29.0,3.0,0.0,The crew failed to realize his altitude was too low when the airplane struck the slope of a mountain located few km from the airport.,"Pleiku, Vietnam",13.9601163,108.015701812789,POINT (13.9601163 108.015701812789),100.0,Vietnam,1972,0.0, Hue,"40.29061239999999,-79.49106239999999",Unity Township
1972-06-18,16:11,British European Airways,548,London - Brussels,Hawker Siddeley Trident 1C,G-ARPI,2109,118.0,112.0,6.0,118.0,112.0,6.0,0.0,The plane crashed into a field shortly after taking off from Heathrow Airport. The airplane stalled after the wing's leading edge devices were retracted prematurely after takeoff.  Failure of the captain to maintain adequate speed after noise abatement procedures. Premature retraction of the slats. Incapacitation of the captain due to a possible arterial hemorrhage.,"London Heathrow, Staines, Surrey, England",51.459012,-0.441136,POINT (51.459012 -0.441136),100.0,United Kingdom,1972,0.0,London,"51.5073509,-0.1277583",England
1972-06-24,23:17,Prinair,191,San Juan - Ponce,de Havilland DH-114 Heron 2B,N554PR,14085,20.0,18.0,2.0,5.0,3.0,2.0,0.0,"The pilot over-rotated during a go-around from a landing attempt , lost control and crashed. Crew error. The reason for rejecting the landing is not known.","Ponce, Puerto Rico",18.2214149,-66.4132817951385,POINT (18.2214149 -66.4132817951385),25.0,Puerto Rico,1972,35984503917.1012,San Juan,"18.4655394,-66.1057355",Puerto Rico
1972-06-29,09:37,North Central Airlines / Air Wisconsin,290 / 671,"Chicago, IL - Appleton, WI - Sheboygan, WI",Convair CV-580/De Hav. Twin Otter 100,N90858/N4043B,083 / 013,13.0,8.0,5.0,13.0,8.0,5.0,0.0,Both aircraft were proceeding under VFR getting ready to land when there was a midair collision. Both aircraft crashed into Lake Winnebago and sank. The failure of both flightcrews to detect visually the other aircraft in sufficient time to initiate evasive action.,"Appleton, Wisconsin",44.26113370000001,-88.40676040000002,POINT (44.26113370000001 -88.40676040000002),100.0,United States,1972,5436461589500.0,"Chicago, IL","41.8781136,-87.6297982",United States
1972-07-05,,Pacific Southwest Airlines,710,Sacramento - San Francisco,Boeing 737-200,,,86.0,79.0,7.0,3.0,3.0,0.0,0.0,Two hijackers and one passenger killed.,"San Francisco, California",37.779026200000004,-122.4199061,POINT (37.7790262 -122.4199061),3.4883720930232562,United States,1972,5436461589500.0,Sacramento,"38.5815719,-121.4943996",United States
1972-07-06,02:00,Aviaco,331,Las Palmas - Hamberg,McDonnell Douglas DC-8-52,EC-ARA,45617/136,10.0,0.0,10.0,10.0,0.0,10.0,0.0,"The plane ditched into the sea, 14 miles from Gran Canana Island while on approach. Reasons unknown.","Las Palmas, Canary Islands, Spain",28.128874,-15.4349448,POINT (28.128874 -15.4349448),100.0,Spain,1972,0.0,Las Palmas,"40.43889730000001,-79.9553129",Pittsburgh
1972-08-12,22:42,Indian Airlines,,Gwalior - Delhi,Fokker F-27 Friendship 100,VT-DME,10175,18.0,14.0,4.0,18.0,14.0,4.0,0.0,Crashed on second approach after the pilot used the wrong flap setting and gears down after initiating a go-around.,"Delhi, India",28.6517178,77.22193879999998,POINT (28.6517178 77.22193879999998),100.0,India,1972,232282272994.879,Gwalior,"26.2182871,78.18283079999999",India
1972-08-16,,Burma Airways,,Sandoway - Rangoon,Douglas DC-3 (C-47A-DK),XY-ACM,26979,31.0,27.0,4.0,26.0,22.0,4.0,0.0,Lost control soon after it took off and crashed into the sea.,"Sandoway, Burma",18.4664443,94.3668616,POINT (18.4664443 94.36686159999999),83.87096774193549,Myanmar (Burma),1972,0.0,Sandoway,"26.4582612,-80.0593336",Palm Beach County
1972-08-31,10:19,Aeroflot,558,Karaganda - Moscow,Ilyushin IL-18,CCCP-74298,182004505,102.0,93.0,9.0,102.0,93.0,9.0,0.0,"The aircraft crashed, trailing heavy smoke. Fire caused by spontaneous ignition of passenger baggage.","Magnitogorsk, Russia",53.4242184,58.983136,POINT (53.4242184 58.983136),100.0,Russia,1972,,Karaganda,"49.8046835,73.1093826",Kazakhstan
1972-09-10,10:20,Ethiopian Airlines,,Axum - Gondar,Douglas DC-3,ET-ABQ,4325,11.0,8.0,3.0,11.0,8.0,3.0,0.0,Crashed after a wing separated from the fuselage caused by the presence of fatigue cracks in the root.,"Gondar, Ethiopia",12.610368,37.466766,POINT (12.610368 37.466766),100.0,Ethiopia,1972,,Axum,"14.1340317,38.7472905",Ethiopia
1972-10-01,19:25,Aeroflot,1036,Adler - Moscow,Ilyushin IL-18B,CCCP-75507,183006405,108.0,108.0,8.0,108.0,100.0,8.0,0.0,"The flight ditched into Black Sea shortly after takeoff. The accident occurred in good weather and visibility, and ground controllers received no distress message prior to the crash. An investigation failed to reveal its cause.","Adler, USSR",43.426364,39.924876,POINT (43.426364 39.924876),100.0,Russia,1972,0.0,Adler,"40.4549206,-79.9406793",Shadyside
1972-10-13,15:30,Uruguayan Air Force - TAMU,,Mendoza - Santiago,Fairchild-Hiller FH-227D/LCD,T-571,572,45.0,40.0,5.0,29.0,24.0,5.0,0.0,"The plane left Montevideo bound for Santiago, Chile carrying the Old Christians Rugby Team. After leaving Mendoza and while flying at FL150, the copilot radioed he was over Curico and requested clearance to FL100. Because of head winds, the plane was actually still over the Andes. As the plane descended into clouds it ran into turbulence and the crew found themselves surrounded by mountains on all sides. The crew tried to climb out but the right wingtip struck the mountainside. The right wing detached and separated from the aircraft taking off part of the tail. The fuselage slid down a mountain slope and came to rest in the Andes mountains at an altitude of 12,000 feet. The survivors were not found until 12/22/72. Eight passengers died in an avalanche on October 30. Survivors resorted to cannibalism to stay alive. The book and movie ""Alive"" is based on this accident. The aircraft flew into a rotor zone or mountain wave which led to loss of control of the aircraft.","San Fernando, Chile",-34.5837722,-70.98912440000002,POINT (-34.5837722 -70.98912440000002),64.44444444444444,Chile,1972,197100011389.72302,Mendoza,"-32.8894587,-68.8458386",Argentina
1972-10-16,09:00,Private,,"Anchorage, AK - Juneau, AK",Cessna 310C,N1812H,35912,4.0,3.0,1.0,4.0,3.0,1.0,0.0,"The plane was on a flight from Anchorage to Juneau when it disappeared as it was approaching the Chugach Mountain range.  The weather along the prescribed route was not condusive to VFR flight.  Louisiana Congressman and House Majority Leader Hale Boggs, Alaska Congressman Nick Begich and his aide killed. Cause unknown.",the Alaska coast,57.750594299999996,-152.4883466,POINT (57.7505943 -152.4883466),100.0,United States,1972,5436461589500.0,"Anchorage, AK","61.2180556,-149.9002778",United States
1972-10-21,21:30,Olympic Airways,,Kerkira - Athens,NAMC YS-11A-202,SX-BBQ,2155,53.0,49.0,4.0,37.0,36.0,1.0,0.0,Crashed into the sea just short of the runway while on approach in poor visibility. Controlled flight into water.,"Athens, Greece",37.983941200000004,23.7283052,POINT (37.9839412 23.7283052),69.81132075471697,Greece,1972,141476895274.227,Kerkira,"39.6242621,19.9216777",Greece
1972-10-27,19:18,Air Inter,696,Lyon - Clermont,Vickers Viscount 724,F-BMCH,050,68.0,63.0,5.0,60.0,55.0,5.0,0.0,Crashed while landing in severe turbulence. Faulty indication by radio compass.,"Noiretable, Loire, France",45.81710800000001,3.7661111000000003,POINT (45.81710800000001 3.7661111),88.23529411764706,France,1972,1267680569981.33,Lyon,"45.764043,4.835659",France
1972-10-30,20:40,Aero Transporti Italiani,,Napoli - Bari,Fokker F-27 Friendship 200,I-ATIR,10301,27.0,24.0,3.0,27.0,24.0,3.0,0.0,Plummeted to the ground and burst into flames near a farmhouse after losing control with the tower. Visual approach in descent below minima.,"Poggiorsini, Italy",40.917126,16.254773999999998,POINT (40.917126 16.254774),100.0,Italy,1972,0.0,Napoli,"40.4344143,-79.92299059999999",Pittsburgh
1972-11-17,23:20,Metro Air Systems,,"Hopkinsville, KY - Lexington, KY",Beech G18S,N2700S,BA-567,11.0,10.0,1.0,11.0,10.0,1.0,0.0,"Improperly loaded aircraft, weight and center of gravity.","Elkton, Kentucky",36.8100425,-87.1541675,POINT (36.8100425 -87.1541675),100.0,United States,1972,5436461589500.0,"Hopkinsville, KY","36.8656008,-87.4886186",United States
